LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
EA19,UNEMP,15_24,PC_LF,M,2011-03,21.2,
EA19,UNEMP,15_24,PC_LF,M,2011-04,21,
EA19,UNEMP,15_24,PC_LF,M,2011-05,21.1,
EA19,UNEMP,15_24,PC_LF,M,2011-06,21.2,
EA19,UNEMP,15_24,PC_LF,M,2011-07,21.3,
EA19,UNEMP,15_24,PC_LF,M,2011-08,21.3,
EA19,UNEMP,15_24,PC_LF,M,2011-09,21.6,
EA19,UNEMP,15_24,PC_LF,M,2011-10,21.6,
EA19,UNEMP,15_24,PC_LF,M,2011-11,22,
EA19,UNEMP,15_24,PC_LF,M,2011-12,22.2,
EA19,UNEMP,15_24,PC_LF,M,2012-01,22.4,
EA19,UNEMP,15_24,PC_LF,M,2012-02,22.6,
EA19,UNEMP,15_24,PC_LF,M,2012-03,23.2,
EA19,UNEMP,15_24,PC_LF,M,2012-04,23.2,
EA19,UNEMP,15_24,PC_LF,M,2012-05,23.5,
EA19,UNEMP,15_24,PC_LF,M,2012-06,23.4,
EA19,UNEMP,15_24,PC_LF,M,2012-07,23.7,
EA19,UNEMP,15_24,PC_LF,M,2012-08,23.8,
EA19,UNEMP,15_24,PC_LF,M,2012-09,24.1,
EA19,UNEMP,15_24,PC_LF,M,2012-10,24.2,
EA19,UNEMP,15_24,PC_LF,M,2012-11,24.4,
EA19,UNEMP,15_24,PC_LF,M,2012-12,24.5,
EA19,UNEMP,15_24,PC_LF,M,2013-01,24.7,
EA19,UNEMP,15_24,PC_LF,M,2013-02,24.7,
EA19,UNEMP,15_24,PC_LF,M,2013-03,24.4,
EA19,UNEMP,15_24,PC_LF,M,2013-04,24.5,
EA19,UNEMP,15_24,PC_LF,M,2013-05,24.3,
EA19,UNEMP,15_24,PC_LF,M,2013-06,24.3,
EA19,UNEMP,15_24,PC_LF,M,2013-07,24.4,
EA19,UNEMP,15_24,PC_LF,M,2013-08,24.2,
EA19,UNEMP,15_24,PC_LF,M,2013-09,24.5,
EA19,UNEMP,15_24,PC_LF,M,2013-10,24.3,
EA19,UNEMP,15_24,PC_LF,M,2013-11,24.3,
EA19,UNEMP,15_24,PC_LF,M,2013-12,24.3,
EA19,UNEMP,15_24,PC_LF,M,2014-01,24.5,
EA19,UNEMP,15_24,PC_LF,M,2014-02,24.3,
EA19,UNEMP,15_24,PC_LF,M,2014-03,24.3,
EA19,UNEMP,15_24,PC_LF,M,2014-04,24,
EA19,UNEMP,15_24,PC_LF,M,2014-05,23.9,
EA19,UNEMP,15_24,PC_LF,M,2014-06,23.6,
EA19,UNEMP,15_24,PC_LF,M,2014-07,23.8,
EA19,UNEMP,15_24,PC_LF,M,2014-08,23.4,
EA19,UNEMP,15_24,PC_LF,M,2014-09,23.3,
EA19,UNEMP,15_24,PC_LF,M,2014-10,23.3,
EA19,UNEMP,15_24,PC_LF,M,2014-11,23.4,
EA19,UNEMP,15_24,PC_LF,M,2014-12,23.1,
EA19,UNEMP,15_24,PC_LF,M,2015-01,22.9,
EA19,UNEMP,15_24,PC_LF,M,2015-02,22.8,
EA19,UNEMP,15_24,PC_LF,M,2015-03,22.8,
EA19,UNEMP,15_24,PC_LF,M,2015-04,22.5,
EA19,UNEMP,15_24,PC_LF,M,2015-05,22.4,
EA19,UNEMP,15_24,PC_LF,M,2015-06,22.5,
EA19,UNEMP,15_24,PC_LF,M,2015-07,22,
EA19,UNEMP,15_24,PC_LF,M,2015-08,22.1,
EA19,UNEMP,15_24,PC_LF,M,2015-09,22.1,
EA19,UNEMP,15_24,PC_LF,M,2015-10,22.2,
EA19,UNEMP,15_24,PC_LF,M,2015-11,21.8,
EA19,UNEMP,15_24,PC_LF,M,2015-12,21.8,
EA19,UNEMP,15_24,PC_LF,M,2016-01,21.6,
EA19,UNEMP,15_24,PC_LF,M,2016-02,21.5,
EA19,UNEMP,15_24,PC_LF,M,2016-03,21.2,
EA19,UNEMP,15_24,PC_LF,M,2016-04,21.3,
EA19,UNEMP,15_24,PC_LF,M,2016-05,21,
EA19,UNEMP,15_24,PC_LF,M,2016-06,20.9,
EA19,UNEMP,15_24,PC_LF,M,2016-07,20.8,
EA19,UNEMP,15_24,PC_LF,M,2016-08,20.4,
EA19,UNEMP,15_24,PC_LF,M,2016-09,20.4,
EA19,UNEMP,15_24,PC_LF,M,2016-10,20.2,
EA19,UNEMP,15_24,PC_LF,M,2016-11,20.6,
EA19,UNEMP,15_24,PC_LF,M,2016-12,20.1,
EA19,UNEMP,15_24,PC_LF,M,2017-01,19.7,
EA19,UNEMP,15_24,PC_LF,M,2017-02,19.3,
EA19,UNEMP,15_24,PC_LF,M,2017-03,19.3,
EA19,UNEMP,15_24,PC_LF,M,2017-04,19.3,
EA19,UNEMP,15_24,PC_LF,M,2017-05,19.3,
EA19,UNEMP,15_24,PC_LF,M,2017-06,18.9,
EA19,UNEMP,15_24,PC_LF,M,2017-07,18.5,
EA19,UNEMP,15_24,PC_LF,M,2017-08,18.4,
EA19,UNEMP,15_24,PC_LF,M,2017-09,18.4,
EA19,UNEMP,15_24,PC_LF,M,2017-10,18.1,
EA19,UNEMP,15_24,PC_LF,M,2017-11,18,
EA19,UNEMP,15_24,PC_LF,M,2017-12,17.8,
EA19,UNEMP,15_24,PC_LF,M,2018-01,17.6,
EA19,UNEMP,15_24,PC_LF,M,2018-02,17.7,
EA19,UNEMP,15_24,PC_LF,M,2018-03,17.4,
EA19,UNEMP,15_24,PC_LF,M,2018-04,17.2,
EA19,UNEMP,15_24,PC_LF,M,2018-05,16.9,
EA19,UNEMP,15_24,PC_LF,M,2018-06,17,
EA19,UNEMP,15_24,PC_LF,M,2018-07,16.9,
EA19,UNEMP,15_24,PC_LF,M,2018-08,16.9,
EA19,UNEMP,15_24,PC_LF,M,2018-09,16.8,
EA19,UNEMP,15_24,PC_LF,M,2018-10,16.7,
EA19,UNEMP,15_24,PC_LF,M,2018-11,16.2,
EA19,UNEMP,15_24,PC_LF,M,2018-12,16,
EA19,UNEMP,15_24,PC_LF,M,2019-01,16.2,
EA19,UNEMP,15_24,PC_LF,M,2019-02,16.1,
EA19,UNEMP,15_24,PC_LF,M,2019-03,16,
EA19,UNEMP,15_24,PC_LF,M,2019-04,15.9,
EA19,UNEMP,15_24,PC_LF,M,2019-05,15.8,
EA19,UNEMP,15_24,PC_LF,M,2019-06,15.5,
EA19,UNEMP,15_24,PC_LF,M,2019-07,15.6,
EA19,UNEMP,15_24,PC_LF,M,2019-08,15.5,
EA19,UNEMP,15_24,PC_LF,M,2019-09,15.7,
EA19,UNEMP,15_24,PC_LF,M,2019-10,15.6,
EA19,UNEMP,15_24,PC_LF,M,2019-11,15.5,
EA19,UNEMP,15_24,PC_LF,M,2019-12,15.5,
EA19,UNEMP,15_24,PC_LF,M,2020-01,15.6,
EA19,UNEMP,15_24,PC_LF,M,2020-02,15.3,
EA19,UNEMP,15_24,PC_LF,M,2020-03,15.4,
EA19,UNEMP,15_24,PC_LF,M,2020-04,16.4,
EA19,UNEMP,15_24,PC_LF,M,2020-05,16.9,
EA19,UNEMP,15_24,PC_LF,M,2020-06,17.9,
EA19,UNEMP,15_24,PC_LF,M,2020-07,18.6,
EA19,UNEMP,15_24,PC_LF,M,2020-08,19,
EA19,UNEMP,15_24,PC_LF,M,2020-09,18.1,
EA19,UNEMP,15_24,PC_LF,M,2020-10,17.5,
EA19,UNEMP,15_24,PC_LF,M,2020-11,17.4,
EA19,UNEMP,15_24,PC_LF,M,2020-12,17.5,
EA19,UNEMP,15_24,PC_LF,M,2021-01,17.4,
EA19,UNEMP,15_24,PC_LF,M,2021-02,17.4,
EA19,UNEMP,15_24,PC_LF,M,2021-03,17.2,
EA19,UNEMP,15_24,PC_LF,M,2021-04,17.2,
SVN,UNEMP,15_24,PC_LF,M,2005-01,16,
SVN,UNEMP,15_24,PC_LF,M,2005-02,16,
SVN,UNEMP,15_24,PC_LF,M,2005-03,16,
SVN,UNEMP,15_24,PC_LF,M,2005-04,14,
SVN,UNEMP,15_24,PC_LF,M,2005-05,14,
SVN,UNEMP,15_24,PC_LF,M,2005-06,14,
SVN,UNEMP,15_24,PC_LF,M,2005-07,16.9,
SVN,UNEMP,15_24,PC_LF,M,2005-08,16.9,
SVN,UNEMP,15_24,PC_LF,M,2005-09,16.9,
SVN,UNEMP,15_24,PC_LF,M,2005-10,16.7,
SVN,UNEMP,15_24,PC_LF,M,2005-11,16.7,
SVN,UNEMP,15_24,PC_LF,M,2005-12,16.7,
SVN,UNEMP,15_24,PC_LF,M,2006-01,16.1,
SVN,UNEMP,15_24,PC_LF,M,2006-02,16.1,
SVN,UNEMP,15_24,PC_LF,M,2006-03,16.1,
SVN,UNEMP,15_24,PC_LF,M,2006-04,15.8,
SVN,UNEMP,15_24,PC_LF,M,2006-05,15.8,
SVN,UNEMP,15_24,PC_LF,M,2006-06,15.8,
SVN,UNEMP,15_24,PC_LF,M,2006-07,11.9,
SVN,UNEMP,15_24,PC_LF,M,2006-08,11.9,
SVN,UNEMP,15_24,PC_LF,M,2006-09,11.9,
SVN,UNEMP,15_24,PC_LF,M,2006-10,11.2,
SVN,UNEMP,15_24,PC_LF,M,2006-11,11.2,
SVN,UNEMP,15_24,PC_LF,M,2006-12,11.2,
SVN,UNEMP,15_24,PC_LF,M,2007-01,10.2,
SVN,UNEMP,15_24,PC_LF,M,2007-02,10.2,
SVN,UNEMP,15_24,PC_LF,M,2007-03,10.2,
SVN,UNEMP,15_24,PC_LF,M,2007-04,9,
SVN,UNEMP,15_24,PC_LF,M,2007-05,9,
SVN,UNEMP,15_24,PC_LF,M,2007-06,9,
SVN,UNEMP,15_24,PC_LF,M,2007-07,9.7,
SVN,UNEMP,15_24,PC_LF,M,2007-08,9.7,
SVN,UNEMP,15_24,PC_LF,M,2007-09,9.7,
SVN,UNEMP,15_24,PC_LF,M,2007-10,11.4,
SVN,UNEMP,15_24,PC_LF,M,2007-11,11.4,
SVN,UNEMP,15_24,PC_LF,M,2007-12,11.4,
SVN,UNEMP,15_24,PC_LF,M,2008-01,11.4,
SVN,UNEMP,15_24,PC_LF,M,2008-02,11.4,
SVN,UNEMP,15_24,PC_LF,M,2008-03,11.4,
SVN,UNEMP,15_24,PC_LF,M,2008-04,10.4,
SVN,UNEMP,15_24,PC_LF,M,2008-05,10.4,
SVN,UNEMP,15_24,PC_LF,M,2008-06,10.4,
SVN,UNEMP,15_24,PC_LF,M,2008-07,10.3,
SVN,UNEMP,15_24,PC_LF,M,2008-08,10.3,
SVN,UNEMP,15_24,PC_LF,M,2008-09,10.3,
SVN,UNEMP,15_24,PC_LF,M,2008-10,10,
SVN,UNEMP,15_24,PC_LF,M,2008-11,10,
SVN,UNEMP,15_24,PC_LF,M,2008-12,10,
SVN,UNEMP,15_24,PC_LF,M,2009-01,12.7,
SVN,UNEMP,15_24,PC_LF,M,2009-02,12.7,
SVN,UNEMP,15_24,PC_LF,M,2009-03,12.7,
SVN,UNEMP,15_24,PC_LF,M,2009-04,13.4,
SVN,UNEMP,15_24,PC_LF,M,2009-05,13.4,
SVN,UNEMP,15_24,PC_LF,M,2009-06,13.4,
SVN,UNEMP,15_24,PC_LF,M,2009-07,14.4,
SVN,UNEMP,15_24,PC_LF,M,2009-08,14.4,
SVN,UNEMP,15_24,PC_LF,M,2009-09,14.4,
SVN,UNEMP,15_24,PC_LF,M,2009-10,13.9,
SVN,UNEMP,15_24,PC_LF,M,2009-11,13.9,
SVN,UNEMP,15_24,PC_LF,M,2009-12,13.9,
SVN,UNEMP,15_24,PC_LF,M,2010-01,13.7,
SVN,UNEMP,15_24,PC_LF,M,2010-02,13.7,
SVN,UNEMP,15_24,PC_LF,M,2010-03,13.7,
SVN,UNEMP,15_24,PC_LF,M,2010-04,16.6,
SVN,UNEMP,15_24,PC_LF,M,2010-05,16.6,
SVN,UNEMP,15_24,PC_LF,M,2010-06,16.6,
SVN,UNEMP,15_24,PC_LF,M,2010-07,14.3,
SVN,UNEMP,15_24,PC_LF,M,2010-08,14.3,
SVN,UNEMP,15_24,PC_LF,M,2010-09,14.3,
SVN,UNEMP,15_24,PC_LF,M,2010-10,14.5,
SVN,UNEMP,15_24,PC_LF,M,2010-11,14.5,
SVN,UNEMP,15_24,PC_LF,M,2010-12,14.5,
SVN,UNEMP,15_24,PC_LF,M,2011-01,17.4,
SVN,UNEMP,15_24,PC_LF,M,2011-02,17.4,
SVN,UNEMP,15_24,PC_LF,M,2011-03,17.4,
SVN,UNEMP,15_24,PC_LF,M,2011-04,14.2,
SVN,UNEMP,15_24,PC_LF,M,2011-05,14.2,
SVN,UNEMP,15_24,PC_LF,M,2011-06,14.2,
SVN,UNEMP,15_24,PC_LF,M,2011-07,15.5,
SVN,UNEMP,15_24,PC_LF,M,2011-08,15.5,
SVN,UNEMP,15_24,PC_LF,M,2011-09,15.5,
SVN,UNEMP,15_24,PC_LF,M,2011-10,16.2,
SVN,UNEMP,15_24,PC_LF,M,2011-11,16.2,
SVN,UNEMP,15_24,PC_LF,M,2011-12,16.2,
SVN,UNEMP,15_24,PC_LF,M,2012-01,17.4,
SVN,UNEMP,15_24,PC_LF,M,2012-02,17.4,
SVN,UNEMP,15_24,PC_LF,M,2012-03,17.4,
SVN,UNEMP,15_24,PC_LF,M,2012-04,18.8,
SVN,UNEMP,15_24,PC_LF,M,2012-05,18.8,
SVN,UNEMP,15_24,PC_LF,M,2012-06,18.8,
SVN,UNEMP,15_24,PC_LF,M,2012-07,23.5,
SVN,UNEMP,15_24,PC_LF,M,2012-08,23.5,
SVN,UNEMP,15_24,PC_LF,M,2012-09,23.5,
SVN,UNEMP,15_24,PC_LF,M,2012-10,23.2,
SVN,UNEMP,15_24,PC_LF,M,2012-11,23.2,
SVN,UNEMP,15_24,PC_LF,M,2012-12,23.2,
SVN,UNEMP,15_24,PC_LF,M,2013-01,21.6,
SVN,UNEMP,15_24,PC_LF,M,2013-02,21.6,
SVN,UNEMP,15_24,PC_LF,M,2013-03,21.6,
SVN,UNEMP,15_24,PC_LF,M,2013-04,25.2,
SVN,UNEMP,15_24,PC_LF,M,2013-05,25.2,
SVN,UNEMP,15_24,PC_LF,M,2013-06,25.2,
SVN,UNEMP,15_24,PC_LF,M,2013-07,20.5,
SVN,UNEMP,15_24,PC_LF,M,2013-08,20.5,
SVN,UNEMP,15_24,PC_LF,M,2013-09,20.5,
SVN,UNEMP,15_24,PC_LF,M,2013-10,19.2,
SVN,UNEMP,15_24,PC_LF,M,2013-11,19.2,
SVN,UNEMP,15_24,PC_LF,M,2013-12,19.2,
SVN,UNEMP,15_24,PC_LF,M,2014-01,22.4,
SVN,UNEMP,15_24,PC_LF,M,2014-02,22.4,
SVN,UNEMP,15_24,PC_LF,M,2014-03,22.4,
SVN,UNEMP,15_24,PC_LF,M,2014-04,20.5,
SVN,UNEMP,15_24,PC_LF,M,2014-05,20.5,
SVN,UNEMP,15_24,PC_LF,M,2014-06,20.5,
SVN,UNEMP,15_24,PC_LF,M,2014-07,20,
SVN,UNEMP,15_24,PC_LF,M,2014-08,20,
SVN,UNEMP,15_24,PC_LF,M,2014-09,20,
SVN,UNEMP,15_24,PC_LF,M,2014-10,19.1,
SVN,UNEMP,15_24,PC_LF,M,2014-11,19.1,
SVN,UNEMP,15_24,PC_LF,M,2014-12,19.1,
SVN,UNEMP,15_24,PC_LF,M,2015-01,18.1,
SVN,UNEMP,15_24,PC_LF,M,2015-02,18.1,
SVN,UNEMP,15_24,PC_LF,M,2015-03,18.1,
SVN,UNEMP,15_24,PC_LF,M,2015-04,16.7,
SVN,UNEMP,15_24,PC_LF,M,2015-05,16.7,
SVN,UNEMP,15_24,PC_LF,M,2015-06,16.7,
SVN,UNEMP,15_24,PC_LF,M,2015-07,13.9,
SVN,UNEMP,15_24,PC_LF,M,2015-08,13.9,
SVN,UNEMP,15_24,PC_LF,M,2015-09,13.9,
SVN,UNEMP,15_24,PC_LF,M,2015-10,17,
SVN,UNEMP,15_24,PC_LF,M,2015-11,17,
SVN,UNEMP,15_24,PC_LF,M,2015-12,17,
SVN,UNEMP,15_24,PC_LF,M,2016-01,16.7,
SVN,UNEMP,15_24,PC_LF,M,2016-02,16.7,
SVN,UNEMP,15_24,PC_LF,M,2016-03,16.7,
SVN,UNEMP,15_24,PC_LF,M,2016-04,14.9,
SVN,UNEMP,15_24,PC_LF,M,2016-05,14.9,
SVN,UNEMP,15_24,PC_LF,M,2016-06,14.9,
SVN,UNEMP,15_24,PC_LF,M,2016-07,14.5,
SVN,UNEMP,15_24,PC_LF,M,2016-08,14.5,
SVN,UNEMP,15_24,PC_LF,M,2016-09,14.5,
SVN,UNEMP,15_24,PC_LF,M,2016-10,15.1,
SVN,UNEMP,15_24,PC_LF,M,2016-11,15.1,
SVN,UNEMP,15_24,PC_LF,M,2016-12,15.1,
SVN,UNEMP,15_24,PC_LF,M,2017-01,10.9,
SVN,UNEMP,15_24,PC_LF,M,2017-02,10.9,
SVN,UNEMP,15_24,PC_LF,M,2017-03,10.9,
SVN,UNEMP,15_24,PC_LF,M,2017-04,10.7,
SVN,UNEMP,15_24,PC_LF,M,2017-05,10.7,
SVN,UNEMP,15_24,PC_LF,M,2017-06,10.7,
SVN,UNEMP,15_24,PC_LF,M,2017-07,11.2,
SVN,UNEMP,15_24,PC_LF,M,2017-08,11.2,
SVN,UNEMP,15_24,PC_LF,M,2017-09,11.2,
SVN,UNEMP,15_24,PC_LF,M,2017-10,12.3,
SVN,UNEMP,15_24,PC_LF,M,2017-11,12.3,
SVN,UNEMP,15_24,PC_LF,M,2017-12,12.3,
SVN,UNEMP,15_24,PC_LF,M,2018-01,9.9,
SVN,UNEMP,15_24,PC_LF,M,2018-02,9.9,
SVN,UNEMP,15_24,PC_LF,M,2018-03,9.9,
SVN,UNEMP,15_24,PC_LF,M,2018-04,8.6,
SVN,UNEMP,15_24,PC_LF,M,2018-05,8.6,
SVN,UNEMP,15_24,PC_LF,M,2018-06,8.6,
SVN,UNEMP,15_24,PC_LF,M,2018-07,9.7,
SVN,UNEMP,15_24,PC_LF,M,2018-08,9.7,
SVN,UNEMP,15_24,PC_LF,M,2018-09,9.7,
SVN,UNEMP,15_24,PC_LF,M,2018-10,7.2,
SVN,UNEMP,15_24,PC_LF,M,2018-11,7.2,
SVN,UNEMP,15_24,PC_LF,M,2018-12,7.2,
SVN,UNEMP,15_24,PC_LF,M,2019-01,8.9,
SVN,UNEMP,15_24,PC_LF,M,2019-02,8.9,
SVN,UNEMP,15_24,PC_LF,M,2019-03,8.9,
SVN,UNEMP,15_24,PC_LF,M,2019-04,6.8,
SVN,UNEMP,15_24,PC_LF,M,2019-05,6.8,
SVN,UNEMP,15_24,PC_LF,M,2019-06,6.8,
SVN,UNEMP,15_24,PC_LF,M,2019-07,8.1,
SVN,UNEMP,15_24,PC_LF,M,2019-08,8.1,
SVN,UNEMP,15_24,PC_LF,M,2019-09,8.1,
SVN,UNEMP,15_24,PC_LF,M,2019-10,8.8,
SVN,UNEMP,15_24,PC_LF,M,2019-11,8.8,
SVN,UNEMP,15_24,PC_LF,M,2019-12,8.8,
SVN,UNEMP,15_24,PC_LF,M,2020-01,10.4,
SVN,UNEMP,15_24,PC_LF,M,2020-02,10.4,
SVN,UNEMP,15_24,PC_LF,M,2020-03,10.4,
SVN,UNEMP,15_24,PC_LF,M,2020-04,16.6,
SVN,UNEMP,15_24,PC_LF,M,2020-05,16.6,
SVN,UNEMP,15_24,PC_LF,M,2020-06,16.6,
SVN,UNEMP,15_24,PC_LF,M,2020-07,15.6,
SVN,UNEMP,15_24,PC_LF,M,2020-08,15.6,
SVN,UNEMP,15_24,PC_LF,M,2020-09,15.6,
SVN,UNEMP,15_24,PC_LF,M,2020-10,15.3,
SVN,UNEMP,15_24,PC_LF,M,2020-11,15.3,
SVN,UNEMP,15_24,PC_LF,M,2020-12,15.3,
SVN,UNEMP,15_24,PC_LF,M,2021-01,14.4,
SVN,UNEMP,15_24,PC_LF,M,2021-02,14.4,
SVN,UNEMP,15_24,PC_LF,M,2021-03,14.4,
ITA,UNEMP,15_24,PC_LF,M,2005-01,24.1,P
ITA,UNEMP,15_24,PC_LF,M,2005-02,24.8,P
ITA,UNEMP,15_24,PC_LF,M,2005-03,24.4,P
ITA,UNEMP,15_24,PC_LF,M,2005-04,23.6,P
ITA,UNEMP,15_24,PC_LF,M,2005-05,23,P
ITA,UNEMP,15_24,PC_LF,M,2005-06,24.3,P
ITA,UNEMP,15_24,PC_LF,M,2005-07,24.7,P
ITA,UNEMP,15_24,PC_LF,M,2005-08,24.3,P
ITA,UNEMP,15_24,PC_LF,M,2005-09,24.7,P
ITA,UNEMP,15_24,PC_LF,M,2005-10,24.7,P
ITA,UNEMP,15_24,PC_LF,M,2005-11,22.6,P
ITA,UNEMP,15_24,PC_LF,M,2005-12,23.5,P
ITA,UNEMP,15_24,PC_LF,M,2006-01,23.2,P
ITA,UNEMP,15_24,PC_LF,M,2006-02,24.1,P
ITA,UNEMP,15_24,PC_LF,M,2006-03,22.4,P
ITA,UNEMP,15_24,PC_LF,M,2006-04,22.7,P
ITA,UNEMP,15_24,PC_LF,M,2006-05,23.2,P
ITA,UNEMP,15_24,PC_LF,M,2006-06,20.9,P
ITA,UNEMP,15_24,PC_LF,M,2006-07,20.6,P
ITA,UNEMP,15_24,PC_LF,M,2006-08,20.9,P
ITA,UNEMP,15_24,PC_LF,M,2006-09,21.2,P
ITA,UNEMP,15_24,PC_LF,M,2006-10,20.9,P
ITA,UNEMP,15_24,PC_LF,M,2006-11,21.6,P
ITA,UNEMP,15_24,PC_LF,M,2006-12,20.2,P
ITA,UNEMP,15_24,PC_LF,M,2007-01,21.5,P
ITA,UNEMP,15_24,PC_LF,M,2007-02,19.5,P
ITA,UNEMP,15_24,PC_LF,M,2007-03,19.9,P
ITA,UNEMP,15_24,PC_LF,M,2007-04,19.7,P
ITA,UNEMP,15_24,PC_LF,M,2007-05,19.7,P
ITA,UNEMP,15_24,PC_LF,M,2007-06,20.1,P
ITA,UNEMP,15_24,PC_LF,M,2007-07,19.6,P
ITA,UNEMP,15_24,PC_LF,M,2007-08,20.7,P
ITA,UNEMP,15_24,PC_LF,M,2007-09,20.3,P
ITA,UNEMP,15_24,PC_LF,M,2007-10,21.4,P
ITA,UNEMP,15_24,PC_LF,M,2007-11,20.4,P
ITA,UNEMP,15_24,PC_LF,M,2007-12,21.4,P
ITA,UNEMP,15_24,PC_LF,M,2008-01,20.3,P
ITA,UNEMP,15_24,PC_LF,M,2008-02,20.3,P
ITA,UNEMP,15_24,PC_LF,M,2008-03,20.6,P
ITA,UNEMP,15_24,PC_LF,M,2008-04,20.4,P
ITA,UNEMP,15_24,PC_LF,M,2008-05,21.8,P
ITA,UNEMP,15_24,PC_LF,M,2008-06,21.9,P
ITA,UNEMP,15_24,PC_LF,M,2008-07,21.3,P
ITA,UNEMP,15_24,PC_LF,M,2008-08,21.4,P
